personnel_code,unit_code,weekly_duty_hours,consecutive_duty_days,leave_days_last_90,night_shift_ratio,deployment_months_last_year,transfer_count_last_2yr,training_load_hours,overdue_leave_flag,stress_level,mood,sleep_quality,fatigue_level,perceived_workload,burnout_index,stress_label,data_source
PID-00779,UNIT-40,52.8,15,9,0.43,0.8,1,33.5,False,2,3,3,3,2,0.56,0,SYNTHETIC_DEMO_DATA
PID-00780,UNIT-27,33.8,2,5,0.12,0.6,2,13.7,False,2,4,4,2,1,0.22,0,SYNTHETIC_DEMO_DATA
PID-00781,UNIT-05,51.3,9,7,0.59,2.6,0,23.2,False,3,5,3,2,3,0.434,0,SYNTHETIC_DEMO_DATA
PID-00782,UNIT-36,50.9,3,24,0.63,3.1,1,12.8,False,2,3,3,1,3,0.377,0,SYNTHETIC_DEMO_DATA
PID-00783,UNIT-33,77.2,4,10,0.19,5.8,0,45.2,False,3,3,3,3,2,0.474,0,SYNTHETIC_DEMO_DATA
PID-00784,UNIT-23,64.5,3,11,0.06,8.1,3,43.1,False,3,2,2,2,2,0.551,1,SYNTHETIC_DEMO_DATA
PID-00785,UNIT-14,52.2,5,4,0.22,6.5,0,18.9,False,2,3,3,3,4,0.508,0,SYNTHETIC_DEMO_DATA
PID-00786,UNIT-29,55.5,6,15,0.46,7.3,2,25.2,False,3,3,3,3,2,0.587,0,SYNTHETIC_DEMO_DATA
PID-00787,UNIT-25,52.6,4,13,0.54,4.2,1,20.1,False,3,4,2,2,3,0.48,0,SYNTHETIC_DEMO_DATA
PID-00788,UNIT-31,49.2,6,13,0.48,6.8,0,16.5,False,2,4,2,2,2,0.546,0,SYNTHETIC_DEMO_DATA
PID-00789,UNIT-26,36.8,5,10,0.52,4.6,0,21.2,False,3,4,3,3,3,0.463,0,SYNTHETIC_DEMO_DATA
PID-00790,UNIT-33,49.9,5,15,0.11,3.7,4,19.6,False,2,4,4,2,3,0.291,0,SYNTHETIC_DEMO_DATA
PID-00791,UNIT-39,41.6,6,16,0.08,10.7,2,4.8,False,2,3,3,3,3,0.436,0,SYNTHETIC_DEMO_DATA
PID-00792,UNIT-31,34.5,8,10,0.13,0.0,2,22.6,False,3,3,2,2,2,0.445,0,SYNTHETIC_DEMO_DATA
PID-00793,UNIT-13,59.2,8,8,0.43,0.0,0,19.6,False,3,3,4,3,3,0.47,0,SYNTHETIC_DEMO_DATA
PID-00794,UNIT-37,57.5,6,14,0.46,6.1,3,23.1,False,3,3,2,3,3,0.532,0,SYNTHETIC_DEMO_DATA
PID-00795,UNIT-34,30.0,10,3,0.42,4.2,0,19.2,False,3,4,3,3,5,0.548,0,SYNTHETIC_DEMO_DATA
PID-00796,UNIT-19,50.3,5,4,0.27,0.7,1,16.4,False,3,4,3,4,2,0.493,0,SYNTHETIC_DEMO_DATA
PID-00797,UNIT-03,65.9,5,8,0.07,1.8,0,28.7,False,2,3,5,3,1,0.39,0,SYNTHETIC_DEMO_DATA
PID-00798,UNIT-39,66.8,5,0,0.16,2.2,1,25.3,True,3,4,4,3,3,0.47,0,SYNTHETIC_DEMO_DATA
PID-00799,UNIT-22,66.4,6,13,0.41,7.7,2,34.0,False,3,2,3,3,3,0.453,0,SYNTHETIC_DEMO_DATA
PID-00800,UNIT-17,52.5,8,3,0.14,8.6,2,24.9,False,2,3,3,3,4,0.508,0,SYNTHETIC_DEMO_DATA
PID-00801,UNIT-25,40.2,3,6,0.2,9.9,0,18.0,False,3,3,4,3,2,0.546,0,SYNTHETIC_DEMO_DATA
PID-00802,UNIT-03,36.8,8,7,0.39,0.2,1,26.2,False,1,3,3,3,2,0.389,0,SYNTHETIC_DEMO_DATA
PID-00803,UNIT-34,56.8,5,9,0.33,0.9,2,0.2,False,2,4,4,3,3,0.456,0,SYNTHETIC_DEMO_DATA
PID-00804,UNIT-08,57.3,1,6,0.33,0.7,0,41.0,False,1,3,3,2,2,0.323,0,SYNTHETIC_DEMO_DATA
PID-00805,UNIT-11,70.0,5,8,0.33,8.9,2,22.7,False,3,3,3,3,3,0.491,0,SYNTHETIC_DEMO_DATA
PID-00806,UNIT-23,67.4,7,8,0.32,6.3,0,41.8,False,4,3,3,3,2,0.43,0,SYNTHETIC_DEMO_DATA
PID-00807,UNIT-27,50.1,5,6,0.41,5.2,0,11.3,False,3,3,3,2,3,0.461,0,SYNTHETIC_DEMO_DATA
PID-00808,UNIT-01,34.6,10,4,0.15,5.7,1,8.8,False,3,4,2,3,3,0.457,0,SYNTHETIC_DEMO_DATA
PID-00809,UNIT-24,47.5,7,15,0.25,4.8,1,23.7,False,2,4,3,2,2,0.452,0,SYNTHETIC_DEMO_DATA
PID-00810,UNIT-07,55.0,10,0,0.14,1.6,1,23.6,False,2,3,3,4,2,0.51,0,SYNTHETIC_DEMO_DATA
PID-00811,UNIT-39,49.2,6,7,0.05,6.5,0,23.4,False,3,3,4,4,3,0.48,0,SYNTHETIC_DEMO_DATA
PID-00812,UNIT-15,43.9,9,6,0.26,4.4,3,21.9,False,3,3,3,3,2,0.509,0,SYNTHETIC_DEMO_DATA
PID-00813,UNIT-20,55.5,4,11,0.88,1.4,1,13.7,False,2,4,2,3,3,0.448,1,SYNTHETIC_DEMO_DATA
PID-00814,UNIT-25,44.9,6,0,0.27,6.7,2,5.1,False,3,4,2,4,3,0.613,0,SYNTHETIC_DEMO_DATA
PID-00815,UNIT-07,43.2,5,6,0.18,3.7,0,22.8,False,2,5,4,2,2,0.354,0,SYNTHETIC_DEMO_DATA
PID-00816,UNIT-07,56.4,6,8,0.16,5.7,0,7.2,False,4,4,3,2,4,0.462,0,SYNTHETIC_DEMO_DATA
PID-00817,UNIT-39,46.4,9,15,0.58,4.6,0,6.2,False,2,3,5,4,3,0.397,0,SYNTHETIC_DEMO_DATA
PID-00818,UNIT-23,55.4,7,10,0.21,7.7,1,16.2,False,3,3,3,3,3,0.447,0,SYNTHETIC_DEMO_DATA
PID-00819,UNIT-10,55.8,4,1,0.45,5.7,1,24.3,True,3,3,3,3,2,0.542,1,SYNTHETIC_DEMO_DATA
PID-00820,UNIT-27,36.0,5,6,0.21,2.3,0,39.9,False,3,3,4,3,3,0.45,0,SYNTHETIC_DEMO_DATA
PID-00821,UNIT-36,45.3,6,14,0.08,6.0,0,29.8,False,2,4,4,3,2,0.359,0,SYNTHETIC_DEMO_DATA
PID-00822,UNIT-31,72.1,3,1,0.41,6.1,0,34.3,False,4,3,4,3,3,0.42,0,SYNTHETIC_DEMO_DATA
PID-00823,UNIT-17,35.7,3,8,0.13,6.5,1,26.5,False,2,3,4,2,2,0.323,0,SYNTHETIC_DEMO_DATA
PID-00824,UNIT-27,30.0,10,8,0.09,8.1,4,23.7,False,3,4,2,3,4,0.474,0,SYNTHETIC_DEMO_DATA
PID-00825,UNIT-36,30.0,2,6,0.29,3.2,1,45.1,False,1,3,4,3,2,0.403,0,SYNTHETIC_DEMO_DATA
PID-00826,UNIT-11,52.4,2,25,0.28,7.0,1,6.8,False,2,3,4,3,2,0.34,0,SYNTHETIC_DEMO_DATA
PID-00827,UNIT-32,52.4,11,6,0.28,0.0,2,15.9,False,4,4,3,3,4,0.519,0,SYNTHETIC_DEMO_DATA
PID-00828,UNIT-40,50.4,12,11,0.32,4.6,0,16.6,False,3,4,4,4,3,0.5,0,SYNTHETIC_DEMO_DATA
PID-00829,UNIT-14,69.0,5,4,0.21,4.2,0,28.9,False,3,3,4,3,3,0.497,0,SYNTHETIC_DEMO_DATA
PID-00830,UNIT-36,30.0,9,12,0.35,9.3,0,10.2,False,2,5,4,3,3,0.298,0,SYNTHETIC_DEMO_DATA
PID-00831,UNIT-01,57.5,11,14,0.16,4.5,1,27.6,False,2,3,3,3,4,0.38,0,SYNTHETIC_DEMO_DATA
PID-00832,UNIT-15,73.9,7,5,0.4,6.8,2,25.8,False,4,1,2,4,3,0.712,1,SYNTHETIC_DEMO_DATA
PID-00833,UNIT-12,36.2,5,8,0.51,0.0,3,28.1,False,3,4,4,3,2,0.376,0,SYNTHETIC_DEMO_DATA
PID-00834,UNIT-02,46.7,7,3,0.26,3.9,1,28.0,False,3,2,4,3,3,0.359,0,SYNTHETIC_DEMO_DATA
PID-00835,UNIT-25,41.5,4,2,0.43,2.5,3,35.4,False,3,3,2,3,3,0.512,0,SYNTHETIC_DEMO_DATA
PID-00836,UNIT-22,39.5,9,15,0.25,12.0,2,19.5,False,3,3,4,3,3,0.467,0,SYNTHETIC_DEMO_DATA
PID-00837,UNIT-16,47.4,1,5,0.34,3.0,2,25.3,False,3,3,3,2,2,0.395,0,SYNTHETIC_DEMO_DATA
PID-00838,UNIT-35,72.0,9,0,0.38,5.2,0,12.6,True,3,3,2,2,4,0.535,0,SYNTHETIC_DEMO_DATA
PID-00839,UNIT-10,77.7,8,19,0.09,5.4,2,10.4,False,3,2,4,3,3,0.466,0,SYNTHETIC_DEMO_DATA
PID-00840,UNIT-33,47.3,3,4,0.48,0.2,1,37.6,False,2,4,4,2,2,0.368,0,SYNTHETIC_DEMO_DATA
PID-00841,UNIT-26,78.7,4,7,0.37,3.4,3,11.9,False,4,2,3,3,2,0.597,0,SYNTHETIC_DEMO_DATA
PID-00842,UNIT-36,52.5,5,18,0.1,6.2,0,26.4,False,3,4,3,3,3,0.43,0,SYNTHETIC_DEMO_DATA
PID-00843,UNIT-01,76.6,6,8,0.12,5.3,1,25.3,False,3,3,4,3,3,0.46,0,SYNTHETIC_DEMO_DATA
PID-00844,UNIT-39,50.7,3,8,0.23,0.0,1,31.7,False,3,5,3,3,3,0.469,0,SYNTHETIC_DEMO_DATA
PID-00845,UNIT-01,53.8,7,1,0.2,3.3,2,3.4,True,3,3,4,4,2,0.538,0,SYNTHETIC_DEMO_DATA
PID-00846,UNIT-29,57.1,8,0,0.43,8.1,1,28.9,True,3,4,2,4,3,0.592,1,SYNTHETIC_DEMO_DATA
PID-00847,UNIT-31,96.0,5,8,0.27,6.8,1,19.4,False,4,2,3,5,3,0.665,1,SYNTHETIC_DEMO_DATA
PID-00848,UNIT-07,63.9,3,11,0.25,8.7,3,14.0,False,3,2,3,3,3,0.54,1,SYNTHETIC_DEMO_DATA
PID-00849,UNIT-02,42.1,6,10,0.12,2.0,0,17.5,False,2,4,4,3,3,0.343,0,SYNTHETIC_DEMO_DATA
PID-00850,UNIT-02,65.6,7,6,0.1,8.8,1,30.4,False,3,4,4,3,3,0.446,1,SYNTHETIC_DEMO_DATA
PID-00851,UNIT-06,46.9,10,9,0.13,4.9,2,27.3,False,4,4,3,3,3,0.401,0,SYNTHETIC_DEMO_DATA
PID-00852,UNIT-07,45.1,7,0,0.16,9.8,2,18.7,True,3,4,4,4,3,0.392,0,SYNTHETIC_DEMO_DATA
PID-00853,UNIT-39,64.7,3,11,0.15,5.0,2,8.6,False,3,4,3,2,2,0.4,0,SYNTHETIC_DEMO_DATA
PID-00854,UNIT-09,52.4,4,9,0.28,0.0,3,9.3,False,3,3,3,1,2,0.342,0,SYNTHETIC_DEMO_DATA
PID-00855,UNIT-33,55.9,4,20,0.27,7.5,0,27.5,False,3,4,3,2,3,0.335,0,SYNTHETIC_DEMO_DATA
PID-00856,UNIT-03,52.2,10,9,0.55,3.7,1,7.2,False,4,3,3,2,3,0.502,1,SYNTHETIC_DEMO_DATA
PID-00857,UNIT-27,56.7,3,3,0.02,3.9,0,18.8,False,2,3,5,2,3,0.257,1,SYNTHETIC_DEMO_DATA
PID-00858,UNIT-19,57.9,7,8,0.03,0.6,1,46.8,False,3,4,5,2,3,0.345,0,SYNTHETIC_DEMO_DATA
PID-00859,UNIT-22,30.0,5,7,0.15,9.9,2,24.6,False,3,3,3,3,3,0.491,0,SYNTHETIC_DEMO_DATA
PID-00860,UNIT-32,61.3,6,11,0.15,3.4,1,27.4,False,2,4,4,2,3,0.47,0,SYNTHETIC_DEMO_DATA
PID-00861,UNIT-09,38.3,13,9,0.58,9.7,0,9.4,False,4,3,4,4,3,0.556,1,SYNTHETIC_DEMO_DATA
PID-00862,UNIT-01,31.8,9,1,0.31,3.7,1,7.7,True,3,3,4,2,3,0.289,0,SYNTHETIC_DEMO_DATA
PID-00863,UNIT-09,51.2,5,0,0.2,2.2,1,28.0,True,2,3,3,3,3,0.519,1,SYNTHETIC_DEMO_DATA
PID-00864,UNIT-33,53.2,7,10,0.27,9.0,1,17.2,False,4,4,3,3,2,0.581,0,SYNTHETIC_DEMO_DATA
PID-00865,UNIT-24,42.3,3,17,0.43,4.8,1,31.7,False,2,3,3,3,3,0.349,0,SYNTHETIC_DEMO_DATA
PID-00866,UNIT-38,63.6,8,9,0.24,4.8,1,21.4,False,3,4,3,3,3,0.522,0,SYNTHETIC_DEMO_DATA
PID-00867,UNIT-34,33.2,5,13,0.42,1.2,2,55.6,False,2,3,3,3,2,0.469,0,SYNTHETIC_DEMO_DATA
PID-00868,UNIT-07,46.3,5,15,0.22,3.6,2,15.3,False,3,4,4,2,2,0.331,0,SYNTHETIC_DEMO_DATA
PID-00869,UNIT-03,43.8,9,10,0.32,6.3,2,23.9,False,3,3,3,3,3,0.363,0,SYNTHETIC_DEMO_DATA
PID-00870,UNIT-01,51.3,4,4,0.36,1.1,4,12.1,False,3,4,3,3,2,0.474,0,SYNTHETIC_DEMO_DATA
PID-00871,UNIT-08,55.9,2,10,0.31,3.4,0,31.3,False,3,4,4,3,3,0.378,0,SYNTHETIC_DEMO_DATA
PID-00872,UNIT-20,37.9,5,16,0.04,3.7,2,25.4,False,2,4,4,3,3,0.45,0,SYNTHETIC_DEMO_DATA
PID-00873,UNIT-01,62.1,9,12,0.3,5.2,0,11.4,False,4,3,4,3,2,0.435,0,SYNTHETIC_DEMO_DATA
PID-00874,UNIT-35,52.9,11,13,0.13,9.4,0,17.8,False,2,4,4,3,2,0.421,1,SYNTHETIC_DEMO_DATA
PID-00875,UNIT-20,30.0,4,6,0.14,4.1,0,34.7,False,1,3,4,2,3,0.284,0,SYNTHETIC_DEMO_DATA
PID-00876,UNIT-30,30.0,5,7,0.19,2.9,1,33.5,False,3,2,3,3,3,0.436,0,SYNTHETIC_DEMO_DATA
PID-00877,UNIT-35,51.8,6,8,0.22,12.0,2,6.9,False,2,2,3,4,3,0.585,0,SYNTHETIC_DEMO_DATA
PID-00878,UNIT-02,48.9,8,8,0.37,3.7,1,16.3,False,4,2,4,3,2,0.393,0,SYNTHETIC_DEMO_DATA
PID-00879,UNIT-18,50.6,5,16,0.09,4.4,1,39.2,False,2,4,4,2,3,0.344,0,SYNTHETIC_DEMO_DATA
PID-00880,UNIT-27,51.6,5,0,0.49,3.9,0,19.3,True,2,4,2,3,2,0.502,0,SYNTHETIC_DEMO_DATA
PID-00881,UNIT-40,55.2,10,9,0.28,4.2,2,22.8,False,2,2,3,3,3,0.361,0,SYNTHETIC_DEMO_DATA
PID-00882,UNIT-33,65.3,4,8,0.36,5.2,1,31.3,False,2,3,3,2,2,0.47,0,SYNTHETIC_DEMO_DATA
PID-00883,UNIT-09,36.4,5,0,0.08,7.8,0,7.7,True,3,3,4,3,2,0.447,0,SYNTHETIC_DEMO_DATA
PID-00884,UNIT-11,35.6,5,13,0.09,6.2,0,11.6,False,1,5,3,3,2,0.426,0,SYNTHETIC_DEMO_DATA
PID-00885,UNIT-32,36.7,8,4,0.26,8.2,3,17.8,False,3,3,3,3,3,0.481,0,SYNTHETIC_DEMO_DATA
PID-00886,UNIT-27,56.0,9,6,0.8,8.1,3,33.0,False,3,3,3,3,4,0.567,1,SYNTHETIC_DEMO_DATA
PID-00887,UNIT-10,69.4,4,20,0.48,5.6,2,31.2,False,3,3,3,4,3,0.595,0,SYNTHETIC_DEMO_DATA
PID-00888,UNIT-20,46.0,4,15,0.65,6.1,1,28.2,False,3,5,3,3,3,0.445,0,SYNTHETIC_DEMO_DATA
PID-00889,UNIT-38,30.0,6,12,0.3,8.3,2,19.6,False,3,3,3,1,2,0.384,0,SYNTHETIC_DEMO_DATA
PID-00890,UNIT-09,30.0,7,11,0.05,1.7,1,32.3,False,3,4,4,2,2,0.222,0,SYNTHETIC_DEMO_DATA
PID-00891,UNIT-14,40.3,9,8,0.15,12.0,2,19.5,False,3,3,4,3,3,0.475,0,SYNTHETIC_DEMO_DATA
PID-00892,UNIT-37,44.2,5,20,0.15,3.5,0,26.8,False,2,4,5,2,3,0.261,0,SYNTHETIC_DEMO_DATA
PID-00893,UNIT-27,46.3,5,13,0.22,3.9,3,30.1,False,2,4,3,3,3,0.508,0,SYNTHETIC_DEMO_DATA
PID-00894,UNIT-09,52.5,2,4,0.37,1.4,1,38.0,False,3,3,3,3,3,0.413,0,SYNTHETIC_DEMO_DATA
PID-00895,UNIT-12,47.6,2,0,0.17,1.5,2,20.4,False,2,2,2,3,3,0.456,0,SYNTHETIC_DEMO_DATA
PID-00896,UNIT-34,66.7,9,12,0.2,7.9,0,17.4,False,3,3,3,2,1,0.367,0,SYNTHETIC_DEMO_DATA
PID-00897,UNIT-12,42.5,4,8,0.49,11.8,1,34.0,False,3,3,3,3,3,0.484,1,SYNTHETIC_DEMO_DATA
PID-00898,UNIT-29,39.9,7,0,0.45,3.3,0,34.7,True,3,3,4,3,4,0.442,0,SYNTHETIC_DEMO_DATA
PID-00899,UNIT-20,58.7,4,11,0.34,6.0,0,15.6,False,3,3,2,3,3,0.422,0,SYNTHETIC_DEMO_DATA
PID-00900,UNIT-09,30.5,6,7,0.42,5.7,1,9.9,False,3,3,3,3,1,0.435,0,SYNTHETIC_DEMO_DATA
PID-00901,UNIT-15,57.5,5,12,0.3,8.0,3,33.2,False,3,4,3,2,3,0.48,0,SYNTHETIC_DEMO_DATA
PID-00902,UNIT-29,53.4,6,11,0.56,11.7,1,4.6,False,3,3,2,3,3,0.566,1,SYNTHETIC_DEMO_DATA
PID-00903,UNIT-33,49.9,4,5,0.2,9.6,1,4.1,False,3,3,3,3,2,0.499,0,SYNTHETIC_DEMO_DATA
PID-00904,UNIT-02,74.2,6,12,0.34,4.3,0,18.3,False,2,3,4,3,3,0.373,0,SYNTHETIC_DEMO_DATA
PID-00905,UNIT-37,43.3,8,6,0.32,6.6,0,21.0,False,3,2,3,3,2,0.467,0,SYNTHETIC_DEMO_DATA
PID-00906,UNIT-10,80.8,3,6,0.29,6.9,1,9.4,False,3,2,3,3,3,0.53,1,SYNTHETIC_DEMO_DATA
PID-00907,UNIT-26,48.8,6,5,0.28,4.9,0,22.2,False,3,3,3,3,3,0.458,0,SYNTHETIC_DEMO_DATA
PID-00908,UNIT-12,34.1,9,15,0.47,1.7,1,22.7,False,2,4,4,3,2,0.397,0,SYNTHETIC_DEMO_DATA
PID-00909,UNIT-11,53.0,3,7,0.19,2.6,1,15.2,False,3,4,4,3,3,0.393,0,SYNTHETIC_DEMO_DATA
PID-00910,UNIT-36,36.9,5,17,0.19,8.4,1,40.3,False,3,3,3,3,2,0.417,0,SYNTHETIC_DEMO_DATA
PID-00911,UNIT-29,41.5,5,19,0.45,8.8,0,24.3,False,3,4,3,4,3,0.461,0,SYNTHETIC_DEMO_DATA
PID-00912,UNIT-37,57.6,10,4,0.35,4.4,2,31.3,False,3,4,3,3,4,0.562,0,SYNTHETIC_DEMO_DATA
PID-00913,UNIT-01,59.8,7,0,0.42,5.8,1,5.4,True,4,3,4,2,3,0.362,1,SYNTHETIC_DEMO_DATA
PID-00914,UNIT-11,43.3,1,15,0.13,8.6,0,5.4,False,2,4,3,3,2,0.439,0,SYNTHETIC_DEMO_DATA
PID-00915,UNIT-02,65.8,4,6,0.1,0.0,1,24.6,False,2,3,3,3,3,0.541,0,SYNTHETIC_DEMO_DATA
PID-00916,UNIT-19,68.2,5,3,0.37,3.7,2,38.5,False,3,3,3,2,3,0.512,1,SYNTHETIC_DEMO_DATA
PID-00917,UNIT-19,72.1,5,5,0.14,11.1,2,9.9,False,3,3,4,3,4,0.533,1,SYNTHETIC_DEMO_DATA
PID-00918,UNIT-40,59.4,7,6,0.27,5.9,2,21.4,False,2,4,2,3,4,0.56,0,SYNTHETIC_DEMO_DATA
PID-00919,UNIT-10,71.1,3,16,0.47,1.6,2,7.6,False,3,4,4,3,2,0.433,0,SYNTHETIC_DEMO_DATA
PID-00920,UNIT-27,30.0,7,9,0.27,5.4,3,12.8,False,3,4,3,2,4,0.356,0,SYNTHETIC_DEMO_DATA
PID-00921,UNIT-40,47.5,8,16,0.17,8.1,0,21.9,False,3,3,4,3,3,0.399,0,SYNTHETIC_DEMO_DATA
PID-00922,UNIT-03,39.9,7,11,0.27,0.0,1,15.1,False,3,3,4,3,2,0.406,0,SYNTHETIC_DEMO_DATA
PID-00923,UNIT-18,53.7,3,7,0.54,5.5,2,6.9,False,2,3,3,3,3,0.523,0,SYNTHETIC_DEMO_DATA
PID-00924,UNIT-16,44.0,6,6,0.29,3.9,0,6.7,False,4,4,3,2,3,0.429,0,SYNTHETIC_DEMO_DATA
PID-00925,UNIT-02,49.7,10,12,0.03,0.1,2,1.1,False,2,5,5,3,2,0.411,0,SYNTHETIC_DEMO_DATA
PID-00926,UNIT-17,78.4,10,13,0.21,5.2,0,24.8,False,3,2,4,2,2,0.391,0,SYNTHETIC_DEMO_DATA
PID-00927,UNIT-11,49.6,10,14,0.27,4.6,0,26.0,False,3,5,3,2,3,0.401,0,SYNTHETIC_DEMO_DATA
PID-00928,UNIT-13,57.8,5,7,0.42,4.9,2,25.9,False,2,3,4,4,2,0.428,0,SYNTHETIC_DEMO_DATA
PID-00929,UNIT-09,48.7,3,10,0.33,4.0,2,10.9,False,2,4,3,2,2,0.516,0,SYNTHETIC_DEMO_DATA
PID-00930,UNIT-21,53.1,6,12,0.35,1.9,0,30.1,False,2,3,4,2,2,0.321,0,SYNTHETIC_DEMO_DATA
PID-00931,UNIT-16,52.1,6,6,0.32,0.6,0,27.1,False,3,3,4,2,2,0.377,0,SYNTHETIC_DEMO_DATA
PID-00932,UNIT-30,58.3,5,2,0.12,2.9,0,20.1,False,2,4,3,2,3,0.38,0,SYNTHETIC_DEMO_DATA
PID-00933,UNIT-15,68.3,5,4,0.12,7.6,3,18.4,False,3,2,4,3,3,0.468,0,SYNTHETIC_DEMO_DATA
PID-00934,UNIT-28,75.1,9,7,0.24,5.7,3,13.5,False,3,1,3,4,4,0.589,1,SYNTHETIC_DEMO_DATA
PID-00935,UNIT-22,56.3,9,12,0.06,4.8,0,21.9,False,3,4,4,3,2,0.348,0,SYNTHETIC_DEMO_DATA
PID-00936,UNIT-15,60.3,9,16,0.3,1.9,2,36.2,False,3,3,4,3,2,0.302,1,SYNTHETIC_DEMO_DATA
PID-00937,UNIT-33,35.9,5,0,0.17,3.9,1,31.4,True,2,4,4,2,2,0.409,0,SYNTHETIC_DEMO_DATA
PID-00938,UNIT-30,50.8,5,5,0.08,7.2,1,17.4,False,2,3,3,2,3,0.443,0,SYNTHETIC_DEMO_DATA
PID-00939,UNIT-22,65.2,6,6,0.4,6.5,2,25.4,False,3,3,3,2,3,0.422,1,SYNTHETIC_DEMO_DATA
PID-00940,UNIT-22,64.1,6,13,0.11,3.6,1,9.0,False,3,4,3,3,3,0.481,0,SYNTHETIC_DEMO_DATA
PID-00941,UNIT-31,55.0,4,5,0.37,0.0,1,27.3,False,2,4,3,3,3,0.497,0,SYNTHETIC_DEMO_DATA
PID-00942,UNIT-31,64.4,6,6,0.56,3.0,2,11.7,False,2,3,4,3,4,0.442,0,SYNTHETIC_DEMO_DATA
PID-00943,UNIT-29,58.9,6,0,0.14,3.6,2,26.9,False,3,4,4,3,3,0.475,0,SYNTHETIC_DEMO_DATA
PID-00944,UNIT-05,68.8,7,11,0.17,2.3,1,49.7,False,3,3,3,3,2,0.52,0,SYNTHETIC_DEMO_DATA
PID-00945,UNIT-10,56.1,8,8,0.13,3.8,2,14.3,False,3,3,3,3,2,0.404,0,SYNTHETIC_DEMO_DATA
PID-00946,UNIT-17,47.0,9,5,0.43,7.4,2,49.2,False,4,3,3,4,3,0.604,0,SYNTHETIC_DEMO_DATA
PID-00947,UNIT-24,56.7,3,7,0.29,4.9,3,24.9,False,3,4,4,2,2,0.414,0,SYNTHETIC_DEMO_DATA
PID-00948,UNIT-16,30.0,4,15,0.17,8.0,4,12.5,False,3,4,3,3,3,0.551,0,SYNTHETIC_DEMO_DATA
PID-00949,UNIT-34,57.4,5,2,0.46,0.5,0,12.0,False,2,3,3,2,3,0.437,0,SYNTHETIC_DEMO_DATA
PID-00950,UNIT-15,30.0,6,3,0.22,4.1,2,43.6,False,2,2,4,3,3,0.391,0,SYNTHETIC_DEMO_DATA
PID-00951,UNIT-22,30.0,9,16,0.13,0.0,1,24.9,False,2,4,4,1,1,0.209,0,SYNTHETIC_DEMO_DATA
PID-00952,UNIT-28,58.3,7,9,0.23,3.7,0,14.3,False,2,4,4,4,3,0.583,0,SYNTHETIC_DEMO_DATA
PID-00953,UNIT-16,58.7,6,13,0.2,1.9,1,18.0,False,3,4,3,3,3,0.428,0,SYNTHETIC_DEMO_DATA
PID-00954,UNIT-23,35.7,5,11,0.07,8.8,1,24.3,False,3,4,5,4,2,0.455,0,SYNTHETIC_DEMO_DATA
PID-00955,UNIT-30,42.0,5,8,0.05,6.2,2,19.9,False,2,3,4,3,2,0.404,0,SYNTHETIC_DEMO_DATA
PID-00956,UNIT-16,71.2,9,6,0.07,8.0,2,23.5,False,4,3,3,3,3,0.583,1,SYNTHETIC_DEMO_DATA
PID-00957,UNIT-39,45.2,6,13,0.08,3.7,0,37.7,False,2,3,4,3,2,0.434,0,SYNTHETIC_DEMO_DATA
PID-00958,UNIT-22,83.4,8,15,0.32,1.9,1,8.7,False,3,4,4,4,3,0.512,0,SYNTHETIC_DEMO_DATA
PID-00959,UNIT-32,52.0,3,15,0.15,1.8,1,26.4,False,3,4,4,2,3,0.299,0,SYNTHETIC_DEMO_DATA
PID-00960,UNIT-29,57.7,8,1,0.15,5.8,1,19.3,False,2,3,4,2,3,0.378,0,SYNTHETIC_DEMO_DATA
PID-00961,UNIT-33,74.6,6,16,0.11,10.4,0,15.0,False,4,3,3,2,3,0.354,0,SYNTHETIC_DEMO_DATA
PID-00962,UNIT-28,53.8,4,6,0.3,6.2,0,30.7,False,3,2,4,3,3,0.44,0,SYNTHETIC_DEMO_DATA
PID-00963,UNIT-22,38.0,4,4,0.34,3.9,1,5.4,False,3,4,4,4,2,0.478,0,SYNTHETIC_DEMO_DATA
PID-00964,UNIT-31,50.5,3,7,0.38,4.4,1,0.0,False,2,3,4,2,2,0.329,0,SYNTHETIC_DEMO_DATA
PID-00965,UNIT-19,51.5,6,13,0.43,4.9,0,22.2,False,3,4,3,3,2,0.369,0,SYNTHETIC_DEMO_DATA
PID-00966,UNIT-35,32.9,4,12,0.5,11.1,2,18.6,False,2,3,3,3,3,0.504,0,SYNTHETIC_DEMO_DATA
PID-00967,UNIT-21,48.4,6,7,0.1,8.7,0,6.5,False,4,4,3,4,3,0.547,0,SYNTHETIC_DEMO_DATA
PID-00968,UNIT-30,41.6,6,14,0.53,5.8,0,2.9,False,2,3,5,4,3,0.456,0,SYNTHETIC_DEMO_DATA
PID-00969,UNIT-09,64.9,9,9,0.14,5.3,1,39.3,False,3,2,3,3,2,0.441,0,SYNTHETIC_DEMO_DATA
PID-00970,UNIT-08,52.5,9,5,0.32,5.9,1,24.6,False,3,3,3,4,3,0.578,0,SYNTHETIC_DEMO_DATA
PID-00971,UNIT-23,48.0,6,4,0.25,6.5,0,20.2,False,3,3,3,3,4,0.465,0,SYNTHETIC_DEMO_DATA
PID-00972,UNIT-34,50.5,4,11,0.04,3.8,1,42.0,False,2,4,4,2,3,0.376,0,SYNTHETIC_DEMO_DATA
PID-00973,UNIT-30,55.1,4,8,0.56,2.5,1,30.2,False,2,3,4,3,3,0.39,1,SYNTHETIC_DEMO_DATA
